#Index,Key,MsgJp,MsgEn,GmdPath,ArcPath,ArcName,ReadIndex,,
0,q40000124_00_124,森に潜む危機,In the Forest,ui\00_message\quest_info\q40000124_00.gmd,\quest\q40000124.arc,q40000124.arc,0
0,q40300023_00_562,何かせずにはいられないのさ,何かせずにはいられないのさ,ui\00_message\quest_info\q40300023_00.gmd,\quest\q40300023.arc,q40300023.arc,0
1,q40300023_00_562,"孫が解放軍に加わって、心配で堪らないんだよ
無事を祈らない日は１日たりとも無いさ
ねぇ、お礼はするから、あの子の戦いが少しでも
マシになるように<LQEM>を<LQVA>匹ほどやっつけてきてくれないかい","孫が解放軍に加わって、心配で堪らないんだよ
無事を祈らない日は１日たりとも無いさ
ねぇ、お礼はするから、あの子の戦いが少しでも
マシになるように<LQEM>を<LQVA>匹ほどやっつけてきてくれないかい",ui\00_message\quest_info\q40300023_00.gmd,\quest\q40300023.arc,q40300023.arc,1
0,q40300024_00_563,いたいけな依頼,いたいけな依頼,ui\00_message\quest_info\q40300024_00.gmd,\quest\q40300024.arc,q40300024.arc,0
1,q40300024_00_563,"この板に“依頼”を貼り付けたら
誰かがやってくれるって聞きました
お遣いをして貯めたお小遣いをお礼にします
<LQEM>を<LQVA>匹倒してきてください","この板に“依頼”を貼り付けたら
誰かがやってくれるって聞きました
お遣いをして貯めたお小遣いをお礼にします
<LQEM>を<LQVA>匹倒してきてください",ui\00_message\quest_info\q40300024_00.gmd,\quest\q40300024.arc,q40300024.arc,1
0,q40300025_00_564,爽やかな活躍,爽やかな活躍,ui\00_message\quest_info\q40300025_00.gmd,\quest\q40300025.arc,q40300025.arc,0
1,q40300025_00_564,"各地を旅すれど、もはや目に映るは悲劇ばかり――
どこかに<LQVA>匹の<LQEM>を疾風のごとく討伐するという
勇者はおられますまいか","各地を旅すれど、もはや目に映るは悲劇ばかり――
どこかに<LQVA>匹の<LQEM>を疾風のごとく討伐するという
勇者はおられますまいか",ui\00_message\quest_info\q40300025_00.gmd,\quest\q40300025.arc,q40300025.arc,1
0,q40300026_00_565,再起を懸けた双葉,再起を懸けた双葉,ui\00_message\quest_info\q40300026_00.gmd,\quest\q40300026.arc,q40300026.arc,0
1,q40300026_00_565,"畑を作って一からやり直そうと思ったのに
せっかく出た芽を<LQEM>が踏み荒らしていきやがった！
<LQVA>匹ほど懲らしめておいてくれ！","畑を作って一からやり直そうと思ったのに
せっかく出た芽を<LQEM>が踏み荒らしていきやがった！
<LQVA>匹ほど懲らしめておいてくれ！",ui\00_message\quest_info\q40300026_00.gmd,\quest\q40300026.arc,q40300026.arc,1
0,q40300027_00_566,弱腰狩人の忠告,弱腰狩人の忠告,ui\00_message\quest_info\q40300027_00.gmd,\quest\q40300027.arc,q40300027.arc,0
1,q40300027_00_566,"ご、ごめんなさい！
<LQEM>を見かけたのに怖くなって逃げてきてしまったんです
どうしよう、このままじゃ危険ですよね
み、みなさんお気をつけて――<LQVA>体の姿をはっきりと見ましたから――","ご、ごめんなさい！
<LQEM>を見かけたのに怖くなって逃げてきてしまったんです
どうしよう、このままじゃ危険ですよね
み、みなさんお気をつけて――<LQVA>体の姿をはっきりと見ましたから――",ui\00_message\quest_info\q40300027_00.gmd,\quest\q40300027.arc,q40300027.arc,1
0,q40300028_00_567,現状維持のための協力,現状維持のための協力,ui\00_message\quest_info\q40300028_00.gmd,\quest\q40300028.arc,q40300028.arc,0
1,q40300028_00_567,"この場を維持するというのも大切で、大変なことです
近頃、付近で<LQEM>が頻繁に目撃されています
どうか<LQVA>体の討伐をお願いいたします","この場を維持するというのも大切で、大変なことです
近頃、付近で<LQEM>が頻繁に目撃されています
どうか<LQVA>体の討伐をお願いいたします",ui\00_message\quest_info\q40300028_00.gmd,\quest\q40300028.arc,q40300028.arc,1
0,q40300029_00_568,扉開きて待つ日々,扉開きて待つ日々,ui\00_message\quest_info\q40300029_00.gmd,\quest\q40300029.arc,q40300029.arc,0
1,q40300029_00_568,"はぐれた家族のことが心配で――
もしかしたら、近くまで来ていても
表をうろつく<LQEM>のせいで近寄れないのかもしれません
<LQVA>匹ほど討伐して、道を拓いておいていただけないでしょうか","はぐれた家族のことが心配で――
もしかしたら、近くまで来ていても
表をうろつく<LQEM>のせいで近寄れないのかもしれません
<LQVA>匹ほど討伐して、道を拓いておいていただけないでしょうか",ui\00_message\quest_info\q40300029_00.gmd,\quest\q40300029.arc,q40300029.arc,1
0,q40300030_00_569,＜エリアオーダー＞癒しを齎す眠り,＜エリアオーダー＞癒しを齎す眠り,ui\00_message\quest_info\q40300030_00.gmd,\quest\q40300030.arc,q40300030.arc,0
1,q40300030_00_569,"戦禍を逃れてきた人々の安全を確保するため
<LQEM><LQVA>体の討伐をお願いいたします
それが一時的なものであっても、傷付いた心が
安らかに眠るための根拠が必要なのです","戦禍を逃れてきた人々の安全を確保するため
<LQEM><LQVA>体の討伐をお願いいたします
それが一時的なものであっても、傷付いた心が
安らかに眠るための根拠が必要なのです",ui\00_message\quest_info\q40300030_00.gmd,\quest\q40300030.arc,q40300030.arc,1
0,q40300031_00_570,地道に材料集めから,地道に材料集めから,ui\00_message\quest_info\q40300031_00.gmd,\quest\q40300031.arc,q40300031.arc,0
1,q40300031_00_570,"オークに壊された家を少しずつ修理してるんですが
<LQIM>が手に入らなくて作業中断です
そうですね、<LQVA>個もあれば再開できるんですけども","オークに壊された家を少しずつ修理してるんですが
<LQIM>が手に入らなくて作業中断です
そうですね、<LQVA>個もあれば再開できるんですけども",ui\00_message\quest_info\q40300031_00.gmd,\quest\q40300031.arc,q40300031.arc,1
0,q40300032_00_571,探し求めて一千里,探し求めて一千里,ui\00_message\quest_info\q40300032_00.gmd,\quest\q40300032.arc,q40300032.arc,0
1,q40300032_00_571,"ここに来たら<LQIM>が手に入ると聞いたのに
どうやら無さそうですね――
仕方ありません、また探しに行かないと――
ハァ、<LQVA>個見つかったら少しは休めるのに","ここに来たら<LQIM>が手に入ると聞いたのに
どうやら無さそうですね――
仕方ありません、また探しに行かないと――
ハァ、<LQVA>個見つかったら少しは休めるのに",ui\00_message\quest_info\q40300032_00.gmd,\quest\q40300032.arc,q40300032.arc,1
0,q40300033_00_572,糊口をしのぐ日々,糊口をしのぐ日々,ui\00_message\quest_info\q40300033_00.gmd,\quest\q40300033.arc,q40300033.arc,0
1,q40300033_00_572,"だれか、おねがいします
<LQIM>を<LQVA>つ、わけてほしいです
おとうさんがもどってくるまでのあいだ
すこしだけでいいです","だれか、おねがいします
<LQIM>を<LQVA>つ、わけてほしいです
おとうさんがもどってくるまでのあいだ
すこしだけでいいです",ui\00_message\quest_info\q40300033_00.gmd,\quest\q40300033.arc,q40300033.arc,1
0,q40300034_00_573,品切れ品の素材,品切れ品の素材,ui\00_message\quest_info\q40300034_00.gmd,\quest\q40300034.arc,q40300034.arc,0
1,q40300034_00_573,"ケガをしてる人が多いから、薬がすぐ売り切れちゃうわ
特に<LQIM>を<LQVA>個使って作った薬はみんな欲しがるから、作っても作ってもきりがなくって！
ええ、もちろん今も品切れよ","ケガをしてる人が多いから、薬がすぐ売り切れちゃうわ
特に<LQIM>を<LQVA>個使って作った薬はみんな欲しがるから、作っても作ってもきりがなくって！
ええ、もちろん今も品切れよ",ui\00_message\quest_info\q40300034_00.gmd,\quest\q40300034.arc,q40300034.arc,1
0,q40300035_00_574,些細で大きな悩み,些細で大きな悩み,ui\00_message\quest_info\q40300035_00.gmd,\quest\q40300035.arc,q40300035.arc,0
1,q40300035_00_574,"ああ、慣れない生活で体中が痛い――
<LQIM>を使って湿布でも作りたいんだけど
こんな状況じゃ<LQVA>つも手に入らないよねぇ","ああ、慣れない生活で体中が痛い――
<LQIM>を使って湿布でも作りたいんだけど
こんな状況じゃ<LQVA>つも手に入らないよねぇ",ui\00_message\quest_info\q40300035_00.gmd,\quest\q40300035.arc,q40300035.arc,1
0,q40300036_00_575,帰路での災難,帰路での災難,ui\00_message\quest_info\q40300036_00.gmd,\quest\q40300036.arc,q40300036.arc,0
1,q40300036_00_575,"故郷へ戻る途中なのに、装備が壊れてしまったんだ
<LQIM>が<LQVA>個もあれば、とりあえずは修理できる
譲ってくれるというなら、もちろん対価は支払おう！","故郷へ戻る途中なのに、装備が壊れてしまったんだ
<LQIM>が<LQVA>個もあれば、とりあえずは修理できる
譲ってくれるというなら、もちろん対価は支払おう！",ui\00_message\quest_info\q40300036_00.gmd,\quest\q40300036.arc,q40300036.arc,1
0,q40300037_00_576,秘密の楽しみ,秘密の楽しみ,ui\00_message\quest_info\q40300037_00.gmd,\quest\q40300037.arc,q40300037.arc,0
1,q40300037_00_576,"こんな時だからこそ、気を紛らわす楽しみが必要だよ
<LQIM>が<LQVA>個あればなぁ
何に使うかって？　そりゃあ秘密だけどさ――","こんな時だからこそ、気を紛らわす楽しみが必要だよ
<LQIM>が<LQVA>個あればなぁ
何に使うかって？　そりゃあ秘密だけどさ――",ui\00_message\quest_info\q40300037_00.gmd,\quest\q40300037.arc,q40300037.arc,1
0,q40300038_00_577,買取りいたします！,買取りいたします！,ui\00_message\quest_info\q40300038_00.gmd,\quest\q40300038.arc,q40300038.arc,0
1,q40300038_00_577,"注目！　<LQIM>、<LQVA>個買い取ります！
あなたにとって不要なものでも、必要とされる方がいます","注目！　<LQIM>、<LQVA>個買い取ります！
あなたにとって不要なものでも、必要とされる方がいます",ui\00_message\quest_info\q40300038_00.gmd,\quest\q40300038.arc,q40300038.arc,1
0,q40300039_00_578,待ち焦がれる瞳,待ち焦がれる瞳,ui\00_message\quest_info\q40300039_00.gmd,\quest\q40300039.arc,q40300039.arc,0
1,q40300039_00_578,"やっとの思いで手に入れた<LQIM>――
帰る途中で転んでさ、見てみたけどダメになってたよ
頼む、<LQVA>個分けてもらえないかな
弟に、持って帰るって約束しちまったんだ","やっとの思いで手に入れた<LQIM>――
帰る途中で転んでさ、見てみたけどダメになってたよ
頼む、<LQVA>個分けてもらえないかな
弟に、持って帰るって約束しちまったんだ",ui\00_message\quest_info\q40300039_00.gmd,\quest\q40300039.arc,q40300039.arc,1
0,q40300040_00_559,＜エリアオーダー＞求める人へ行き渡るよう,＜エリアオーダー＞求める人へ行き渡るよう,ui\00_message\quest_info\q40300040_00.gmd,\quest\q40300040.arc,q40300040.arc,0
1,q40300040_00_559,"ここも人数が増えてきましたから、物資の減りが早いようです
今回は<LQIM>を<LQVA>個補充しようかと考えています
もちろんお代は準備しておりますので
お譲りいただける方はご連絡ください","ここも人数が増えてきましたから、物資の減りが早いようです
今回は<LQIM>を<LQVA>個補充しようかと考えています
もちろんお代は準備しておりますので
お譲りいただける方はご連絡ください",ui\00_message\quest_info\q40300040_00.gmd,\quest\q40300040.arc,q40300040.arc,1
0,q40300041_00_589,ロスからの注意書き,ロスからの注意書き,ui\00_message\quest_info\q40300041_00.gmd,\quest\q40300041.arc,q40300041.arc,0
1,q40300041_00_589,"ここへ来る最中に<LQEM>が
塔の外壁に悪さをしているのを見たぞ
何匹かは討伐しておいたが
<LQVA>匹逃がしてしまったな","ここへ来る最中に<LQEM>が
塔の外壁に悪さをしているのを見たぞ
何匹かは討伐しておいたが
<LQVA>匹逃がしてしまったな",ui\00_message\quest_info\q40300041_00.gmd,\quest\q40300041.arc,q40300041.arc,1
0,q40300042_00_590,旅人の置き手紙,旅人の置き手紙,ui\00_message\quest_info\q40300042_00.gmd,\quest\q40300042.arc,q40300042.arc,0
1,q40300042_00_590,"数日でしたが、匿ってくださりありがとうございました
護衛兵の皆さまのお強さは存じておりますが
<LQEM>にはお気を付けください
<LQVA>匹とはいえ、魔物は魔物ですからね","数日でしたが、匿ってくださりありがとうございました
護衛兵の皆さまのお強さは存じておりますが
<LQEM>にはお気を付けください
<LQVA>匹とはいえ、魔物は魔物ですからね",ui\00_message\quest_info\q40300042_00.gmd,\quest\q40300042.arc,q40300042.arc,1
0,q40300043_00_591,ユーリからの注意書き,ユーリからの注意書き,ui\00_message\quest_info\q40300043_00.gmd,\quest\q40300043.arc,q40300043.arc,0
1,q40300043_00_591,"近くで<LQEM>の姿を見かけたら
すぐに討伐することをおすすめしますよ
やつらは餌にありつくためなら
仲間を集めてきますからね
例え<LQVA>体でも、ぬかりなきよう","近くで<LQEM>の姿を見かけたら
すぐに討伐することをおすすめしますよ
やつらは餌にありつくためなら
仲間を集めてきますからね
例え<LQVA>体でも、ぬかりなきよう",ui\00_message\quest_info\q40300043_00.gmd,\quest\q40300043.arc,q40300043.arc,1
0,q40300044_00_592,商隊の荷物を守れ,商隊の荷物を守れ,ui\00_message\quest_info\q40300044_00.gmd,\quest\q40300044.arc,q40300044.arc,0
1,q40300044_00_592,"懇意にしている商人たちの隊が
<LQEM>に襲われ、ここに来るまでに
荷の半分を失ったそうです――
彼らの安全のためにも、我々の物資のためにも
<LQVA>匹退治しておいてくれませんか","懇意にしている商人たちの隊が
<LQEM>に襲われ、ここに来るまでに
荷の半分を失ったそうです――
彼らの安全のためにも、我々の物資のためにも
<LQVA>匹退治しておいてくれませんか",ui\00_message\quest_info\q40300044_00.gmd,\quest\q40300044.arc,q40300044.arc,1
0,q40300045_00_593,故郷を一目,故郷を一目,ui\00_message\quest_info\q40300045_00.gmd,\quest\q40300045.arc,q40300045.arc,0
1,q40300045_00_593,"みんなへ――すまないが、俺は故郷へ戻ってみることにする
どうせ死ぬなら、故郷の風景を見てからにしたいんだ
俺からの最後の忠告だが
近くで<LQEM>を<LQVA>匹見かけた
ここに居るつもりなら倒しておいた方がいいんじゃないか","みんなへ――すまないが、俺は故郷へ戻ってみることにする
どうせ死ぬなら、故郷の風景を見てからにしたいんだ
俺からの最後の忠告だが
近くで<LQEM>を<LQVA>匹見かけた
ここに居るつもりなら倒しておいた方がいいんじゃないか",ui\00_message\quest_info\q40300045_00.gmd,\quest\q40300045.arc,q40300045.arc,1
0,q40300046_00_594,ドリスに伝えてくれ,ドリスに伝えてくれ,ui\00_message\quest_info\q40300046_00.gmd,\quest\q40300046.arc,q40300046.arc,0
1,q40300046_00_594,"<LQVA>匹の<LQEM>からなる群れが
周辺をうろついているな
塔の上部を根城にするつもりのようだ
早めに追っ払っておくよう、ドリスに伝えてくれ","<LQVA>匹の<LQEM>からなる群れが
周辺をうろついているな
塔の上部を根城にするつもりのようだ
早めに追っ払っておくよう、ドリスに伝えてくれ",ui\00_message\quest_info\q40300046_00.gmd,\quest\q40300046.arc,q40300046.arc,1
0,q40300047_00_595,乱れた筆跡のメモ,乱れた筆跡のメモ,ui\00_message\quest_info\q40300047_00.gmd,\quest\q40300047.arc,q40300047.arc,0
1,q40300047_00_595,"魔物から逃げてここまで来たものの
<LQEM>にやられてもう長くは無さそうだ
気を付けてくれ、<LQVA>匹はいるぞ","魔物から逃げてここまで来たものの
<LQEM>にやられてもう長くは無さそうだ
気を付けてくれ、<LQVA>匹はいるぞ",ui\00_message\quest_info\q40300047_00.gmd,\quest\q40300047.arc,q40300047.arc,1
0,q40300048_00_596,エリ警備塔の皆さまへ――,エリ警備塔の皆さまへ――,ui\00_message\quest_info\q40300048_00.gmd,\quest\q40300048.arc,q40300048.arc,0
1,q40300048_00_596,"物資のご支援に伺いたいのは山々なのですが
山道に<LQEM>が出没するため
我々もエリ警備塔に近付けずにおります
<LQVA>体ほど始末しておいていただければ
何とかなりそうなのですが――","物資のご支援に伺いたいのは山々なのですが
山道に<LQEM>が出没するため
我々もエリ警備塔に近付けずにおります
<LQVA>体ほど始末しておいていただければ
何とかなりそうなのですが――",ui\00_message\quest_info\q40300048_00.gmd,\quest\q40300048.arc,q40300048.arc,1
0,q40300049_00_597,護衛兵の急務,護衛兵の急務,ui\00_message\quest_info\q40300049_00.gmd,\quest\q40300049.arc,q40300049.arc,0
1,q40300049_00_597,"さしあたっては<LQEM>を
<LQVA>匹討伐するのが急務だな
あれだけの群れになると
ここを襲われても、メガドに向かわれても厄介だ","さしあたっては<LQEM>を
<LQVA>匹討伐するのが急務だな
あれだけの群れになると
ここを襲われても、メガドに向かわれても厄介だ",ui\00_message\quest_info\q40300049_00.gmd,\quest\q40300049.arc,q40300049.arc,1
0,q40300050_00_598,＜エリアオーダー＞エリ警備塔魔物征伐,Area Order: Eli Guard Tower Demon Extermination,ui\00_message\quest_info\q40300050_00.gmd,\quest\q40300050.arc,q40300050.arc,0
1,q40300050_00_598,"塔の付近を<LQEM>が徘徊しているようだ
人間の臭いを嗅ぎ付け、狭い本拠点に
侵入されでもすれば我々に全滅の可能性すらある
<LQVA>匹を一斉に討伐する必要があるだろう","塔の付近を<LQEM>が徘徊しているようだ
人間の臭いを嗅ぎ付け、狭い本拠点に
侵入されでもすれば我々に全滅の可能性すらある
<LQVA>匹を一斉に討伐する必要があるだろう",ui\00_message\quest_info\q40300050_00.gmd,\quest\q40300050.arc,q40300050.arc,1
0,q40300051_00_599,拠点であるならば,拠点であるならば,ui\00_message\quest_info\q40300051_00.gmd,\quest\q40300051.arc,q40300051.arc,0
1,q40300051_00_599,"メガドの近くに拠点があるのは喜ばしいが
<LQIM>も無いとはな――
最低<LQVA>個くらいは確保しておいた方がいいぞ","メガドの近くに拠点があるのは喜ばしいが
<LQIM>も無いとはな――
最低<LQVA>個くらいは確保しておいた方がいいぞ",ui\00_message\quest_info\q40300051_00.gmd,\quest\q40300051.arc,q40300051.arc,1
0,q40300052_00_600,一般人の保護に備え,一般人の保護に備え,ui\00_message\quest_info\q40300052_00.gmd,\quest\q40300052.arc,q40300052.arc,0
1,q40300052_00_600,"運良く、本拠点を見つけて
逃げ込んでくる一般人がいるやも知れん
彼らのため、<LQIM>
<LQVA>個程度は備えておきたい","運良く、本拠点を見つけて
逃げ込んでくる一般人がいるやも知れん
彼らのため、<LQIM>
<LQVA>個程度は備えておきたい",ui\00_message\quest_info\q40300052_00.gmd,\quest\q40300052.arc,q40300052.arc,1
0,q40300053_00_601,膏薬の材料集め,膏薬の材料集め,ui\00_message\quest_info\q40300053_00.gmd,\quest\q40300053.arc,q40300053.arc,0
1,q40300053_00_601,"<LQIM>が<LQVA>個あれば
痛みに効く膏薬を作ってやれるんだが
ここでは中々手に入らないか――","<LQIM>が<LQVA>個あれば
痛みに効く膏薬を作ってやれるんだが
ここでは中々手に入らないか――",ui\00_message\quest_info\q40300053_00.gmd,\quest\q40300053.arc,q40300053.arc,1
0,q40300054_00_602,日々の痛みに耐え,日々の痛みに耐え,ui\00_message\quest_info\q40300054_00.gmd,\quest\q40300054.arc,q40300054.arc,0
1,q40300054_00_602,"個人的な依頼で申し訳ありませんが
<LQIM>を<LQVA>つほどご手配いただけないでしょうか
足の痛みを和らげる薬を作りたいのです
暖炉の火にあたっているだけでは、どうにも――","個人的な依頼で申し訳ありませんが
<LQIM>を<LQVA>つほどご手配いただけないでしょうか
足の痛みを和らげる薬を作りたいのです
暖炉の火にあたっているだけでは、どうにも――",ui\00_message\quest_info\q40300054_00.gmd,\quest\q40300054.arc,q40300054.arc,1
0,q40300055_00_603,備え付けの寝台修理,備え付けの寝台修理,ui\00_message\quest_info\q40300055_00.gmd,\quest\q40300055.arc,q40300055.arc,0
1,q40300055_00_603,"寝床の補修に使う<LQIM>が欲しい
なんといっても元々がかなり古い物だが
<LQVA>個ほどあれば
とりあえずは間に合うだろう","寝床の補修に使う<LQIM>が欲しい
なんといっても元々がかなり古い物だが
<LQVA>個ほどあれば
とりあえずは間に合うだろう",ui\00_message\quest_info\q40300055_00.gmd,\quest\q40300055.arc,q40300055.arc,1
0,q40300056_00_604,次回立ち寄り時の依頼,次回立ち寄り時の依頼,ui\00_message\quest_info\q40300056_00.gmd,\quest\q40300056.arc,q40300056.arc,0
1,q40300056_00_604,"次にここに寄る時、<LQIM>を
<LQVA>個補充できれば
先の道中が楽になりそうです
あらかじめの採集を頼めませんか？","次にここに寄る時、<LQIM>を
<LQVA>個補充できれば
先の道中が楽になりそうです
あらかじめの採集を頼めませんか？",ui\00_message\quest_info\q40300056_00.gmd,\quest\q40300056.arc,q40300056.arc,1
0,q40300057_00_605,見知らぬ旅人のメモ,見知らぬ旅人のメモ,ui\00_message\quest_info\q40300057_00.gmd,\quest\q40300057.arc,q40300057.arc,0
1,q40300057_00_605,"<LQIM>を集めて旅をしている者です
これをご覧になった方、協力してはいただけませんか
次回こちらに立ち寄った際に<LQVA>個を
買い取れるだけの金を用意してまいります","<LQIM>を集めて旅をしている者です
これをご覧になった方、協力してはいただけませんか
次回こちらに立ち寄った際に<LQVA>個を
買い取れるだけの金を用意してまいります",ui\00_message\quest_info\q40300057_00.gmd,\quest\q40300057.arc,q40300057.arc,1
0,q40300058_00_606,出発した兵士の置き手紙,出発した兵士の置き手紙,ui\00_message\quest_info\q40300058_00.gmd,\quest\q40300058.arc,q40300058.arc,0
1,q40300058_00_606,"いてもたってもいられない――
メガド居住区の様子を見てくることにするよ
勝手をして悪いが、道中の備えとして
<LQIM>を<LQVA>つ拝借していくぜ
代価は置いていくから、また手配してくれ","いてもたってもいられない――
メガド居住区の様子を見てくることにするよ
勝手をして悪いが、道中の備えとして
<LQIM>を<LQVA>つ拝借していくぜ
代価は置いていくから、また手配してくれ",ui\00_message\quest_info\q40300058_00.gmd,\quest\q40300058.arc,q40300058.arc,1
0,q40300059_00_607,隠れ潜む日々で,隠れ潜む日々で,ui\00_message\quest_info\q40300059_00.gmd,\quest\q40300059.arc,q40300059.arc,0
1,q40300059_00_607,"節約してはいるのですが、どうも
<LQIM>が慢性的に不足しています
<LQVA>個ほど備蓄しておきたいのですが
どなたかお願いできませんか","節約してはいるのですが、どうも
<LQIM>が慢性的に不足しています
<LQVA>個ほど備蓄しておきたいのですが
どなたかお願いできませんか",ui\00_message\quest_info\q40300059_00.gmd,\quest\q40300059.arc,q40300059.arc,1
0,q40300060_00_608,＜エリアオーダー＞エリ警備塔補給,Area Order: Eli Guard Tower Resupply,ui\00_message\quest_info\q40300060_00.gmd,\quest\q40300060.arc,q40300060.arc,0
1,q40300060_00_608,"魔物の侵入を防ぐため、本拠点の出入り口付近を補強する
各自、<LQIM>を<LQVA>個ずつを集め、提出してほしい
メガドにほど近いこの警備塔を失うわけにはいかない
意志を強く持ち、この局面を乗り越えよう","魔物の侵入を防ぐため、本拠点の出入り口付近を補強する
各自、<LQIM>を<LQVA>個ずつを集め、提出してほしい
メガドにほど近いこの警備塔を失うわけにはいかない
意志を強く持ち、この局面を乗り越えよう",ui\00_message\quest_info\q40300060_00.gmd,\quest\q40300060.arc,q40300060.arc,1
0,q40300061_00_609,小物なりの挑発？,小物なりの挑発？,ui\00_message\quest_info\q40300061_00.gmd,\quest\q40300061.arc,q40300061.arc,0
1,q40300061_00_609,"任務があったから無視してたんだけど
<LQEM>がやけに周りをウロウロしてたんだよね
今思えば、あれって魔物にバカにされてたのか？
誰か、次に見かけたら<LQVA>匹ぶちのめしてきてよ","任務があったから無視してたんだけど
<LQEM>がやけに周りをウロウロしてたんだよね
今思えば、あれって魔物にバカにされてたのか？
誰か、次に見かけたら<LQVA>匹ぶちのめしてきてよ",ui\00_message\quest_info\q40300061_00.gmd,\quest\q40300061.arc,q40300061.arc,1
0,q40300062_00_610,いつの日か採れたてを,いつの日か採れたてを,ui\00_message\quest_info\q40300062_00.gmd,\quest\q40300062.arc,q40300062.arc,0
1,q40300062_00_610,"近場でいいから、自分で外に採集に出たいものだわ
採れたてのハーブにキノコ――
そう思って少し外を覗いたら
<LQEM>と目が合って諦めたんだけどね
<LQVA>匹とはいえ、私には始末できないもの","近場でいいから、自分で外に採集に出たいものだわ
採れたてのハーブにキノコ――
そう思って少し外を覗いたら
<LQEM>と目が合って諦めたんだけどね
<LQVA>匹とはいえ、私には始末できないもの",ui\00_message\quest_info\q40300062_00.gmd,\quest\q40300062.arc,q40300062.arc,1
0,q40300063_00_611,心優しき姉の目線,心優しき姉の目線,ui\00_message\quest_info\q40300063_00.gmd,\quest\q40300063.arc,q40300063.arc,0
1,q40300063_00_611,"居住区に魔物が侵入してくることは
無い、とはわかっているのですが――
塀のすぐ傍に<LQEM>がいるのを見かけて心配なんです
あの<LQVA>体を討伐していただけませんか？","居住区に魔物が侵入してくることは
無い、とはわかっているのですが――
塀のすぐ傍に<LQEM>がいるのを見かけて心配なんです
あの<LQVA>体を討伐していただけませんか？",ui\00_message\quest_info\q40300063_00.gmd,\quest\q40300063.arc,q40300063.arc,1
0,q40300064_00_612,手負いの後始末,手負いの後始末,ui\00_message\quest_info\q40300064_00.gmd,\quest\q40300064.arc,q40300064.arc,0
1,q40300064_00_612,"す、すみません
先日、15体ほどの<LQEM>と戦闘になり
<LQVA>体逃してしまいました
手負いの状態ですから、普段より危険かもしれません
本当に、すみません――","す、すみません
先日、15体ほどの<LQEM>と戦闘になり
<LQVA>体逃してしまいました
手負いの状態ですから、普段より危険かもしれません
本当に、すみません――",ui\00_message\quest_info\q40300064_00.gmd,\quest\q40300064.arc,q40300064.arc,1
0,q40300065_00_613,大都市への道のり,大都市への道のり,ui\00_message\quest_info\q40300065_00.gmd,\quest\q40300065.arc,q40300065.arc,0
1,q40300065_00_613,"メガドは大都市だから、商いする上で
無視はできないねぇ――
だが、ここまで来るのに魔物が多いってのは
なかなかに困り物だ
<LQVA>匹くらい、<LQEM>を退治してもらえないかね","メガドは大都市だから、商いする上で
無視はできないねぇ――
だが、ここまで来るのに魔物が多いってのは
なかなかに困り物だ
<LQVA>匹くらい、<LQEM>を退治してもらえないかね",ui\00_message\quest_info\q40300065_00.gmd,\quest\q40300065.arc,q40300065.arc,1
0,q40300066_00_614,勇む若者からの挑戦状,勇む若者からの挑戦状,ui\00_message\quest_info\q40300066_00.gmd,\quest\q40300066.arc,q40300066.arc,0
1,q40300066_00_614,"勇んでメガドに来てみたはいいけど
護衛兵も多いし、意外と出る幕が無さそうだ
――ということで、思いを同じくする戦士たち
外で<LQEM>を狩ってこないか？
一番早く<LQVA>匹狩った人が勝ちってことで！","勇んでメガドに来てみたはいいけど
護衛兵も多いし、意外と出る幕が無さそうだ
――ということで、思いを同じくする戦士たち
外で<LQEM>を狩ってこないか？
一番早く<LQVA>匹狩った人が勝ちってことで！",ui\00_message\quest_info\q40300066_00.gmd,\quest\q40300066.arc,q40300066.arc,1
0,q40300067_00_615,素材を抱えて,素材を抱えて,ui\00_message\quest_info\q40300067_00.gmd,\quest\q40300067.arc,q40300067.arc,0
1,q40300067_00_615,"防具の素材集めに外に出たら
<LQEM>に邪魔されてしまって――
せっかく集めた素材を抱えながら戦うのは難しく
結局逃げてきてしまいました
<LQVA>匹の群れです、お気をつけて","防具の素材集めに外に出たら
<LQEM>に邪魔されてしまって――
せっかく集めた素材を抱えながら戦うのは難しく
結局逃げてきてしまいました
<LQVA>匹の群れです、お気をつけて",ui\00_message\quest_info\q40300067_00.gmd,\quest\q40300067.arc,q40300067.arc,1
0,q40300068_00_616,老賢者の心配の種,老賢者の心配の種,ui\00_message\quest_info\q40300068_00.gmd,\quest\q40300068.arc,q40300068.arc,0
1,q40300068_00_616,"街を取り戻せた高揚感から、若者が
無理をしてしまわないかが気がかりですな
最近見かける<LQVA>匹の
<LQEM>の群れなどに、無暗に戦いを
挑む者が出ないといいのですが","街を取り戻せた高揚感から、若者が
無理をしてしまわないかが気がかりですな
最近見かける<LQVA>匹の
<LQEM>の群れなどに、無暗に戦いを
挑む者が出ないといいのですが",ui\00_message\quest_info\q40300068_00.gmd,\quest\q40300068.arc,q40300068.arc,1
0,q40300069_00_617,あの大ケガ人の噂,あの大ケガ人の噂,ui\00_message\quest_info\q40300069_00.gmd,\quest\q40300069.arc,q40300069.arc,0
